location,year,AWARE,"DDD/1,000/day",proportion
Ukraine,2000,Access,2.536,0.599
Ukraine,2000,Watch,1.526,0.36
Ukraine,2000,Reserve,0.018,0.004
Ukraine,2000,Other,0.156,0.037
Ukraine,2001,Access,3.136,0.419
Ukraine,2001,Watch,4.118,0.55
Ukraine,2001,Reserve,0.017,0.002
Ukraine,2001,Other,0.216,0.029
Ukraine,2002,Access,3.025,0.338
Ukraine,2002,Watch,5.697,0.637
Ukraine,2002,Reserve,0.005,0.001
Ukraine,2002,Other,0.221,0.025
Ukraine,2003,Access,4.967,0.353
Ukraine,2003,Watch,8.951,0.635
Ukraine,2003,Reserve,0.019,0.001
Ukraine,2003,Other,0.148,0.011
Ukraine,2004,Access,6.913,0.332
Ukraine,2004,Watch,13.586,0.653
Ukraine,2004,Reserve,0.008,0
Ukraine,2004,Other,0.287,0.014
Ukraine,2005,Access,6.76,0.435
Ukraine,2005,Watch,8.484,0.546
Ukraine,2005,Reserve,0.01,0.001
Ukraine,2005,Other,0.286,0.018
Ukraine,2006,Access,6.321,0.362
Ukraine,2006,Watch,10.845,0.622
Ukraine,2006,Reserve,0.017,0.001
Ukraine,2006,Other,0.264,0.015
Ukraine,2007,Access,5.965,0.487
Ukraine,2007,Watch,6.068,0.495
Ukraine,2007,Reserve,0.012,0.001
Ukraine,2007,Other,0.212,0.017
Ukraine,2008,Access,5.432,0.442
Ukraine,2008,Watch,6.55,0.533
Ukraine,2008,Reserve,0.011,0.001
Ukraine,2008,Other,0.288,0.023
Ukraine,2010,Access,4.103,0.439
Ukraine,2010,Watch,5.179,0.554
Ukraine,2010,Reserve,0.001,0
Ukraine,2010,Other,0.072,0.008
Ukraine,2011,Access,3.842,0.414
Ukraine,2011,Watch,5.356,0.577
Ukraine,2011,Reserve,0.001,0
Ukraine,2011,Other,0.086,0.009
Ukraine,2012,Access,3.717,0.378
Ukraine,2012,Watch,6.026,0.612
Ukraine,2012,Reserve,0.001,0
Ukraine,2012,Other,0.096,0.01
Ukraine,2013,Access,3.731,0.357
Ukraine,2013,Watch,6.616,0.633
Ukraine,2013,Reserve,0.002,0
Ukraine,2013,Other,0.098,0.009
Japan,2000,Other,0.261,0.016
Japan,2000,Access,1.8,0.113
Japan,2000,Watch,13.375,0.842
Japan,2000,Reserve,0.458,0.029
Japan,2001,Other,0.245,0.016
Japan,2001,Access,1.699,0.11
Japan,2001,Watch,13.124,0.852
Japan,2001,Reserve,0.339,0.022
Japan,2002,Other,0.232,0.015
Japan,2002,Access,1.597,0.106
Japan,2002,Watch,13.015,0.86
Japan,2002,Reserve,0.28,0.019
Japan,2003,Other,0.215,0.014
Japan,2003,Access,1.517,0.101
Japan,2003,Watch,13.074,0.869
Japan,2003,Reserve,0.243,0.016
Japan,2004,Other,0.181,0.013
Japan,2004,Access,1.441,0.102
Japan,2004,Watch,12.288,0.871
Japan,2004,Reserve,0.199,0.014
Japan,2005,Other,0.162,0.011
Japan,2005,Access,1.429,0.098
Japan,2005,Watch,12.754,0.878
Japan,2005,Reserve,0.187,0.013
Japan,2006,Other,0.135,0.009
Japan,2006,Access,2.255,0.15
Japan,2006,Watch,12.444,0.829
Japan,2006,Reserve,0.169,0.011
Japan,2007,Other,0.112,0.008
Japan,2007,Access,2.261,0.154
Japan,2007,Watch,12.192,0.828
Japan,2007,Reserve,0.163,0.011
Japan,2008,Other,0.1,0.007
Japan,2008,Access,2.81,0.186
Japan,2008,Watch,12.033,0.797
Japan,2008,Reserve,0.158,0.01
Japan,2009,Other,0.088,0.006
Japan,2009,Access,2.8,0.186
Japan,2009,Watch,12.015,0.798
Japan,2009,Reserve,0.151,0.01
Japan,2010,Other,0.084,0.005
Japan,2010,Access,3.731,0.227
Japan,2010,Watch,12.49,0.759
Japan,2010,Reserve,0.155,0.009
Japan,2011,Other,0.08,0.005
Japan,2011,Access,3.386,0.206
Japan,2011,Watch,12.84,0.78
Japan,2011,Reserve,0.16,0.01
Japan,2012,Other,0.065,0.004
Japan,2012,Access,3.435,0.207
Japan,2012,Watch,12.959,0.779
Japan,2012,Reserve,0.166,0.01
Japan,2013,Other,0.051,0.003
Japan,2013,Access,3.414,0.212
Japan,2013,Watch,12.483,0.775
Japan,2013,Reserve,0.163,0.01
Japan,2014,Other,0.051,0.004
Japan,2014,Access,1.783,0.126
Japan,2014,Watch,12.174,0.86
Japan,2014,Reserve,0.15,0.011
Japan,2015,Other,0.049,0.003
Japan,2015,Access,1.921,0.134
Japan,2015,Watch,12.236,0.853
Japan,2015,Reserve,0.147,0.01
Japan,2016,Other,0.048,0.003
Japan,2016,Access,1.995,0.139
Japan,2016,Watch,12.133,0.848
Japan,2016,Reserve,0.139,0.01
Japan,2017,Other,0.046,0.003
Japan,2017,Access,2.113,0.156
Japan,2017,Watch,11.236,0.831
Japan,2017,Reserve,0.13,0.01
Japan,2018,Other,0.044,0.003
Japan,2018,Access,2.375,0.181
Japan,2018,Watch,10.55,0.806
Japan,2018,Reserve,0.123,0.009
Singapore,2000,Access,7.879,0.717
Singapore,2000,Watch,3.104,0.283
Singapore,2000,Reserve,0,0
Singapore,2000,Other,0,0
Singapore,2001,Access,7.361,0.723
Singapore,2001,Watch,2.824,0.277
Singapore,2001,Reserve,0.001,0
Singapore,2001,Other,0,0
Singapore,2002,Access,6.416,0.7
Singapore,2002,Watch,2.752,0.3
Singapore,2002,Reserve,0.002,0
Singapore,2002,Other,0,0
Singapore,2003,Access,7.627,0.708
Singapore,2003,Watch,3.148,0.292
Singapore,2003,Reserve,0.002,0
Singapore,2003,Other,0,0
Singapore,2004,Access,8.587,0.681
Singapore,2004,Watch,4.024,0.319
Singapore,2004,Reserve,0.002,0
Singapore,2004,Other,0,0
Singapore,2005,Access,8.11,0.653
Singapore,2005,Watch,4.301,0.346
Singapore,2005,Reserve,0.002,0
Singapore,2005,Other,0,0
Singapore,2006,Access,8.113,0.674
Singapore,2006,Watch,3.918,0.326
Singapore,2006,Reserve,0.003,0
Singapore,2006,Other,0,0
Singapore,2007,Access,10.209,0.686
Singapore,2007,Watch,4.677,0.314
Singapore,2007,Reserve,0.004,0
Singapore,2007,Other,0,0
Singapore,2008,Access,10.046,0.676
Singapore,2008,Watch,4.813,0.324
Singapore,2008,Reserve,0.007,0
Singapore,2008,Other,0,0
Singapore,2009,Access,9.264,0.68
Singapore,2009,Watch,4.343,0.319
Singapore,2009,Reserve,0.009,0.001
Singapore,2009,Other,0,0
Singapore,2010,Access,9.283,0.656
Singapore,2010,Watch,4.851,0.343
Singapore,2010,Reserve,0.01,0.001
Singapore,2010,Other,0,0
Singapore,2011,Access,8.97,0.633
Singapore,2011,Watch,5.194,0.366
Singapore,2011,Reserve,0.01,0.001
Singapore,2011,Other,0,0
Singapore,2012,Access,8.576,0.608
Singapore,2012,Watch,5.52,0.391
Singapore,2012,Reserve,0.014,0.001
Singapore,2012,Other,0,0
Singapore,2013,Access,8.523,0.612
Singapore,2013,Watch,5.385,0.387
Singapore,2013,Reserve,0.014,0.001
Singapore,2013,Other,0,0
Singapore,2014,Access,8.599,0.664
Singapore,2014,Watch,4.326,0.334
Singapore,2014,Reserve,0.018,0.001
Singapore,2015,Access,7.834,0.642
Singapore,2015,Watch,4.345,0.356
Singapore,2015,Reserve,0.019,0.002
Singapore,2016,Access,8.591,0.671
Singapore,2016,Watch,4.179,0.327
Singapore,2016,Reserve,0.03,0.002
Singapore,2017,Access,9.266,0.67
Singapore,2017,Watch,4.53,0.328
Singapore,2017,Reserve,0.03,0.002
Singapore,2018,Access,9.599,0.669
Singapore,2018,Watch,4.718,0.329
Singapore,2018,Reserve,0.038,0.003
South Korea,2000,Other,0.147,0.006
South Korea,2000,Access,15.502,0.631
South Korea,2000,Watch,8.927,0.363
South Korea,2000,Reserve,0.003,0
South Korea,2001,Other,0.127,0.006
South Korea,2001,Access,11.33,0.519
South Korea,2001,Watch,10.379,0.475
South Korea,2001,Reserve,0.004,0
South Korea,2002,Other,0.11,0.006
South Korea,2002,Access,10.617,0.536
South Korea,2002,Watch,9.068,0.458
South Korea,2002,Reserve,0.005,0
South Korea,2003,Other,0.074,0.005
South Korea,2003,Access,8.368,0.518
South Korea,2003,Watch,7.713,0.477
South Korea,2003,Reserve,0.003,0
South Korea,2004,Other,0.06,0.004
South Korea,2004,Access,8.029,0.515
South Korea,2004,Watch,7.51,0.481
South Korea,2004,Reserve,0.003,0
South Korea,2005,Other,0.05,0.003
South Korea,2005,Access,8.954,0.527
South Korea,2005,Watch,7.982,0.47
South Korea,2005,Reserve,0.002,0
South Korea,2006,Other,0.06,0.004
South Korea,2006,Access,8.642,0.511
South Korea,2006,Watch,8.213,0.485
South Korea,2006,Reserve,0.002,0
South Korea,2007,Other,0.059,0.003
South Korea,2007,Access,9.176,0.51
South Korea,2007,Watch,8.759,0.487
South Korea,2007,Reserve,0.002,0
South Korea,2008,Other,0.038,0.002
South Korea,2008,Access,10.427,0.506
South Korea,2008,Watch,10.149,0.492
South Korea,2008,Reserve,0.003,0
South Korea,2009,Other,0.037,0.002
South Korea,2009,Access,10.7,0.489
South Korea,2009,Watch,11.128,0.509
South Korea,2009,Reserve,0.004,0
South Korea,2010,Other,0.034,0.001
South Korea,2010,Access,11.143,0.486
South Korea,2010,Watch,11.723,0.512
South Korea,2010,Reserve,0.005,0
South Korea,2011,Other,0.037,0.002
South Korea,2011,Access,10.358,0.476
South Korea,2011,Watch,11.373,0.522
South Korea,2011,Reserve,0.006,0
South Korea,2012,Other,0.035,0.002
South Korea,2012,Access,10.6,0.474
South Korea,2012,Watch,11.724,0.524
South Korea,2012,Reserve,0.008,0
South Korea,2013,Other,0.034,0.002
South Korea,2013,Access,10.44,0.475
South Korea,2013,Watch,11.501,0.523
South Korea,2013,Reserve,0.009,0
South Korea,2014,Access,12.005,0.48
South Korea,2014,Watch,12.992,0.519
South Korea,2014,Reserve,0.008,0
South Korea,2014,Other,0.03,0.001
South Korea,2015,Access,11.94,0.48
South Korea,2015,Watch,12.901,0.519
South Korea,2015,Reserve,0.008,0
South Korea,2015,Other,0.03,0.001
South Korea,2016,Access,12.137,0.484
South Korea,2016,Watch,12.929,0.515
South Korea,2016,Reserve,0.009,0
South Korea,2016,Other,0.025,0.001
South Korea,2017,Access,12.358,0.498
South Korea,2017,Watch,12.426,0.501
South Korea,2017,Reserve,0.01,0
South Korea,2017,Other,0.022,0.001
South Korea,2018,Access,12.69,0.494
South Korea,2018,Watch,12.959,0.505
South Korea,2018,Reserve,0.011,0
South Korea,2018,Other,0.018,0.001
Australia,2000,Other,0.007,0
Australia,2000,Access,12.95,0.663
Australia,2000,Watch,6.587,0.337
Australia,2000,Reserve,0,0
Australia,2001,Other,0.008,0
Australia,2001,Access,13.395,0.678
Australia,2001,Watch,6.341,0.321
Australia,2001,Reserve,0,0
Australia,2002,Other,0.01,0.001
Australia,2002,Access,13.201,0.693
Australia,2002,Watch,5.833,0.306
Australia,2002,Reserve,0.001,0
Australia,2003,Other,0.01,0
Australia,2003,Access,14.226,0.711
Australia,2003,Watch,5.772,0.288
Australia,2003,Reserve,0.001,0
Australia,2004,Other,0,0
Australia,2004,Access,14.148,0.713
Australia,2004,Watch,5.693,0.287
Australia,2004,Reserve,0.001,0
Australia,2005,Other,0,0
Australia,2005,Access,14.308,0.722
Australia,2005,Watch,5.503,0.278
Australia,2005,Reserve,0.002,0
Australia,2006,Other,0,0
Australia,2006,Access,14.56,0.741
Australia,2006,Watch,5.096,0.259
Australia,2006,Reserve,0.001,0
Australia,2007,Other,0,0
Australia,2007,Access,14.815,0.741
Australia,2007,Watch,5.179,0.259
Australia,2007,Reserve,0.002,0
Australia,2008,Other,0.042,0.002
Australia,2008,Access,16.315,0.722
Australia,2008,Watch,5.83,0.258
Australia,2008,Reserve,0.42,0.019
Australia,2009,Other,0.042,0.002
Australia,2009,Access,15.422,0.717
Australia,2009,Watch,5.941,0.276
Australia,2009,Reserve,0.104,0.005
Australia,2010,Other,0.038,0.002
Australia,2010,Access,17.372,0.728
Australia,2010,Watch,6.464,0.271
Australia,2010,Reserve,0.005,0
Australia,2011,Other,0.034,0.001
Australia,2011,Access,18.237,0.727
Australia,2011,Watch,6.814,0.272
Australia,2011,Reserve,0.007,0
Australia,2012,Other,0.027,0.001
Australia,2012,Access,18.129,0.745
Australia,2012,Watch,6.188,0.254
Australia,2012,Reserve,0.006,0
Australia,2013,Other,0.009,0
Australia,2013,Access,17.711,0.757
Australia,2013,Watch,5.682,0.243
Australia,2013,Reserve,0.007,0
Australia,2014,Access,19.973,0.77
Australia,2014,Watch,5.963,0.23
Australia,2014,Reserve,0.007,0
Australia,2015,Access,20.164,0.775
Australia,2015,Watch,5.85,0.225
Australia,2015,Reserve,0.007,0
Australia,2016,Access,20.361,0.793
Australia,2016,Watch,5.296,0.206
Australia,2016,Reserve,0.008,0
Australia,2017,Access,19.26,0.802
Australia,2017,Watch,4.75,0.198
Australia,2017,Reserve,0.009,0
Australia,2018,Access,19.389,0.813
Australia,2018,Watch,4.46,0.187
Australia,2018,Reserve,0.01,0
New Zealand,2000,Other,0,0
New Zealand,2000,Access,15.964,0.724
New Zealand,2000,Watch,6.077,0.276
New Zealand,2000,Reserve,0,0
New Zealand,2001,Other,0,0
New Zealand,2001,Access,17.128,0.736
New Zealand,2001,Watch,6.148,0.264
New Zealand,2001,Reserve,0,0
New Zealand,2002,Other,0,0
New Zealand,2002,Access,16.321,0.738
New Zealand,2002,Watch,5.786,0.262
New Zealand,2002,Reserve,0,0
New Zealand,2003,Other,0,0
New Zealand,2003,Access,16.54,0.741
New Zealand,2003,Watch,5.793,0.259
New Zealand,2003,Reserve,0.001,0
New Zealand,2004,Other,0,0
New Zealand,2004,Access,17.388,0.747
New Zealand,2004,Watch,5.884,0.253
New Zealand,2004,Reserve,0,0
New Zealand,2005,Other,0,0
New Zealand,2005,Access,17.205,0.75
New Zealand,2005,Watch,5.73,0.25
New Zealand,2005,Reserve,0.001,0
New Zealand,2006,Other,0,0
New Zealand,2006,Access,17.798,0.751
New Zealand,2006,Watch,5.898,0.249
New Zealand,2006,Reserve,0.002,0
New Zealand,2007,Other,0,0
New Zealand,2007,Access,17.96,0.754
New Zealand,2007,Watch,5.844,0.246
New Zealand,2007,Reserve,0.001,0
New Zealand,2008,Other,0.001,0
New Zealand,2008,Access,19.14,0.652
New Zealand,2008,Watch,10.222,0.348
New Zealand,2008,Reserve,0.003,0
New Zealand,2009,Other,0.001,0
New Zealand,2009,Access,19.188,0.542
New Zealand,2009,Watch,16.225,0.458
New Zealand,2009,Reserve,0.003,0
New Zealand,2010,Other,0.002,0
New Zealand,2010,Access,19.177,0.536
New Zealand,2010,Watch,16.58,0.464
New Zealand,2010,Reserve,0.002,0
New Zealand,2011,Other,0.001,0
New Zealand,2011,Access,20.031,0.524
New Zealand,2011,Watch,18.18,0.476
New Zealand,2011,Reserve,0.003,0
New Zealand,2012,Other,0.001,0
New Zealand,2012,Access,20.326,0.55
New Zealand,2012,Watch,16.602,0.45
New Zealand,2012,Reserve,0.003,0
New Zealand,2013,Other,0.001,0
New Zealand,2013,Access,17.232,0.499
New Zealand,2013,Watch,17.326,0.501
New Zealand,2013,Reserve,0.003,0
New Zealand,2014,Access,19.912,0.748
New Zealand,2014,Watch,6.704,0.252
New Zealand,2014,Reserve,0.017,0.001
New Zealand,2015,Access,23.658,0.783
New Zealand,2015,Watch,6.525,0.216
New Zealand,2015,Reserve,0.042,0.001
New Zealand,2016,Access,22.963,0.791
New Zealand,2016,Watch,6.03,0.208
New Zealand,2016,Reserve,0.022,0.001
New Zealand,2017,Access,23.197,0.796
New Zealand,2017,Watch,5.905,0.203
New Zealand,2017,Reserve,0.029,0.001
New Zealand,2018,Access,22.284,0.804
New Zealand,2018,Watch,5.37,0.194
New Zealand,2018,Reserve,0.045,0.002
Austria,2000,Access,8.204,0.537
Austria,2000,Watch,7.063,0.462
Austria,2000,Reserve,0.004,0
Austria,2000,Other,0.016,0.001
Austria,2001,Access,8.018,0.54
Austria,2001,Watch,6.813,0.459
Austria,2001,Reserve,0.004,0
Austria,2001,Other,0.012,0.001
Austria,2002,Access,8.034,0.539
Austria,2002,Watch,6.866,0.46
Austria,2002,Reserve,0.009,0.001
Austria,2002,Other,0.009,0.001
Austria,2003,Access,8.391,0.54
Austria,2003,Watch,7.118,0.458
Austria,2003,Reserve,0.011,0.001
Austria,2003,Other,0.008,0.001
Austria,2004,Access,8.31,0.536
Austria,2004,Watch,7.173,0.463
Austria,2004,Reserve,0.017,0.001
Austria,2004,Other,0.004,0
Austria,2005,Access,9.213,0.529
Austria,2005,Watch,8.177,0.47
Austria,2005,Reserve,0.019,0.001
Austria,2005,Other,0.004,0
Austria,2006,Access,8.734,0.534
Austria,2006,Watch,7.587,0.464
Austria,2006,Reserve,0.023,0.001
Austria,2006,Other,0.003,0
Austria,2007,Access,9.294,0.532
Austria,2007,Watch,8.141,0.466
Austria,2007,Reserve,0.027,0.002
Austria,2007,Other,0.003,0
Austria,2008,Access,12.898,0.613
Austria,2008,Watch,8.109,0.385
Austria,2008,Reserve,0.031,0.001
Austria,2008,Other,0.004,0
Austria,2009,Access,13.883,0.617
Austria,2009,Watch,8.589,0.381
Austria,2009,Reserve,0.038,0.002
Austria,2009,Other,0.004,0
Austria,2010,Access,13.036,0.614
Austria,2010,Watch,8.144,0.384
Austria,2010,Reserve,0.038,0.002
Austria,2010,Other,0.004,0
Austria,2011,Access,12.682,0.624
Austria,2011,Watch,7.591,0.374
Austria,2011,Reserve,0.04,0.002
Austria,2011,Other,0.003,0
Austria,2012,Access,12.414,0.626
Austria,2012,Watch,7.382,0.372
Austria,2012,Reserve,0.042,0.002
Austria,2012,Other,0.002,0
Austria,2013,Access,13.329,0.639
Austria,2013,Watch,7.484,0.359
Austria,2013,Reserve,0.044,0.002
Austria,2013,Other,0.002,0
Austria,2014,Access,9.912,0.577
Austria,2014,Reserve,0.045,0.003
Austria,2014,Other,0.003,0
Austria,2014,Watch,7.209,0.42
Austria,2015,Access,9.67,0.568
Austria,2015,Reserve,0.046,0.003
Austria,2015,Other,0.002,0
Austria,2015,Watch,7.301,0.429
Austria,2016,Access,9.935,0.585
Austria,2016,Reserve,0.05,0.003
Austria,2016,Other,0.002,0
Austria,2016,Watch,6.989,0.412
Austria,2017,Access,9.855,0.591
Austria,2017,Reserve,0.054,0.003
Austria,2017,Other,0.001,0
Austria,2017,Watch,6.772,0.406
Austria,2018,Access,10.022,0.595
Austria,2018,Reserve,0.064,0.004
Austria,2018,Other,0.001,0
Austria,2018,Watch,6.755,0.401
Belgium,2000,Other,0.003,0
Belgium,2000,Access,12.458,0.52
Belgium,2000,Watch,11.505,0.48
Belgium,2000,Reserve,0.014,0.001
Belgium,2001,Other,0.002,0
Belgium,2001,Access,11.158,0.503
Belgium,2001,Watch,11.004,0.496
Belgium,2001,Reserve,0.013,0.001
Belgium,2002,Other,0.001,0
Belgium,2002,Access,10.995,0.493
Belgium,2002,Watch,11.276,0.506
Belgium,2002,Reserve,0.01,0
Belgium,2003,Other,0.001,0
Belgium,2003,Access,11.509,0.504
Belgium,2003,Watch,11.306,0.495
Belgium,2003,Reserve,0.01,0
Belgium,2004,Other,0.001,0
Belgium,2004,Access,11.009,0.529
Belgium,2004,Watch,9.771,0.47
Belgium,2004,Reserve,0.012,0.001
Belgium,2005,Other,0.001,0
Belgium,2005,Access,12.345,0.547
Belgium,2005,Watch,10.209,0.452
Belgium,2005,Reserve,0.012,0.001
Belgium,2006,Other,0.001,0
Belgium,2006,Access,12.5,0.567
Belgium,2006,Watch,9.539,0.433
Belgium,2006,Reserve,0.013,0.001
Belgium,2007,Other,0.001,0
Belgium,2007,Access,13.447,0.588
Belgium,2007,Watch,9.393,0.411
Belgium,2007,Reserve,0.017,0.001
Belgium,2008,Other,0.001,0
Belgium,2008,Access,14.6,0.619
Belgium,2008,Watch,8.951,0.38
Belgium,2008,Reserve,0.019,0.001
Belgium,2009,Other,0,0
Belgium,2009,Access,15.093,0.622
Belgium,2009,Watch,9.161,0.377
Belgium,2009,Reserve,0.02,0.001
Belgium,2010,Other,0,0
Belgium,2010,Access,14.952,0.621
Belgium,2010,Watch,9.094,0.378
Belgium,2010,Reserve,0.022,0.001
Belgium,2011,Other,0,0
Belgium,2011,Access,15.328,0.616
Belgium,2011,Watch,9.534,0.383
Belgium,2011,Reserve,0.021,0.001
Belgium,2012,Other,0,0
Belgium,2012,Access,15.032,0.604
Belgium,2012,Watch,9.818,0.395
Belgium,2012,Reserve,0.02,0.001
Belgium,2013,Other,0,0
Belgium,2013,Access,15.325,0.613
Belgium,2013,Watch,9.671,0.387
Belgium,2013,Reserve,0.021,0.001
Belgium,2014,Access,16.555,0.594
Belgium,2014,Watch,11.309,0.405
Belgium,2014,Reserve,0.03,0.001
Belgium,2015,Access,17.698,0.598
Belgium,2015,Watch,11.86,0.401
Belgium,2015,Reserve,0.031,0.001
Belgium,2016,Access,16.403,0.601
Belgium,2016,Watch,10.846,0.398
Belgium,2016,Reserve,0.031,0.001
Belgium,2017,Access,16.495,0.616
Belgium,2017,Watch,10.238,0.383
Belgium,2017,Reserve,0.031,0.001
Belgium,2018,Access,16.479,0.626
Belgium,2018,Watch,9.815,0.373
Belgium,2018,Reserve,0.04,0.002
Denmark,2000,Access,8.827,0.71
Denmark,2000,Watch,3.599,0.289
Denmark,2000,Reserve,0.01,0.001
Denmark,2001,Access,9.391,0.71
Denmark,2001,Watch,3.828,0.289
Denmark,2001,Reserve,0.008,0.001
Denmark,2002,Access,9.852,0.713
Denmark,2002,Watch,3.953,0.286
Denmark,2002,Reserve,0.009,0.001
Denmark,2003,Access,10.033,0.707
Denmark,2003,Watch,4.148,0.292
Denmark,2003,Reserve,0.009,0.001
Denmark,2004,Access,10.359,0.7
Denmark,2004,Watch,4.438,0.3
Denmark,2004,Reserve,0.01,0.001
Denmark,2005,Access,10.866,0.691
Denmark,2005,Watch,4.858,0.309
Denmark,2005,Reserve,0.012,0.001
Denmark,2006,Access,11.34,0.691
Denmark,2006,Watch,5.053,0.308
Denmark,2006,Reserve,0.015,0.001
Denmark,2007,Access,12.074,0.684
Denmark,2007,Watch,5.555,0.315
Denmark,2007,Reserve,0.015,0.001
Denmark,2008,Access,11.767,0.755
Denmark,2008,Watch,3.804,0.244
Denmark,2008,Reserve,0.015,0.001
Denmark,2009,Access,11.929,0.758
Denmark,2009,Watch,3.796,0.241
Denmark,2009,Reserve,0.016,0.001
Denmark,2010,Access,12.395,0.668
Denmark,2010,Watch,6.131,0.331
Denmark,2010,Reserve,0.017,0.001
Denmark,2011,Access,12.764,0.671
Denmark,2011,Watch,6.228,0.328
Denmark,2011,Reserve,0.017,0.001
Denmark,2012,Access,12.402,0.693
Denmark,2012,Watch,5.483,0.306
Denmark,2012,Reserve,0.017,0.001
Denmark,2013,Access,12.839,0.729
Denmark,2013,Watch,4.76,0.27
Denmark,2013,Reserve,0.018,0.001
Finland,2000,Access,14.059,0.681
Finland,2000,Watch,6.582,0.319
Finland,2000,Reserve,0.001,0
Finland,2001,Access,14.346,0.673
Finland,2001,Watch,6.971,0.327
Finland,2001,Reserve,0.001,0
Finland,2002,Access,12.818,0.646
Finland,2002,Watch,7.016,0.354
Finland,2002,Reserve,0.003,0
Finland,2003,Access,12.447,0.626
Finland,2003,Watch,7.42,0.373
Finland,2003,Reserve,0.004,0
Finland,2004,Access,11.672,0.633
Finland,2004,Watch,6.748,0.366
Finland,2004,Reserve,0.005,0
Finland,2005,Access,12.45,0.635
Finland,2005,Watch,7.161,0.365
Finland,2005,Reserve,0.006,0
Finland,2006,Access,12.017,0.626
Finland,2006,Watch,7.157,0.373
Finland,2006,Reserve,0.008,0
Finland,2007,Access,12.609,0.642
Finland,2007,Watch,7.017,0.357
Finland,2007,Reserve,0.013,0.001
Finland,2008,Access,12.613,0.633
Finland,2008,Watch,7.308,0.367
Finland,2008,Reserve,0.015,0.001
Finland,2009,Access,12.664,0.639
Finland,2009,Watch,7.129,0.36
Finland,2009,Reserve,0.017,0.001
Finland,2010,Access,12.862,0.642
Finland,2010,Watch,7.161,0.357
Finland,2010,Reserve,0.018,0.001
Finland,2011,Access,13.611,0.628
Finland,2011,Watch,8.061,0.372
Finland,2011,Reserve,0.017,0.001
Finland,2012,Access,13.218,0.637
Finland,2012,Watch,7.516,0.362
Finland,2012,Reserve,0.017,0.001
Finland,2013,Access,12.571,0.639
Finland,2013,Watch,7.07,0.36
Finland,2013,Reserve,0.017,0.001
Finland,2014,Access,13.177,0.647
Finland,2014,Watch,7.163,0.352
Finland,2014,Reserve,0.015,0.001
Finland,2015,Access,12.735,0.645
Finland,2015,Watch,7.007,0.355
Finland,2015,Reserve,0.015,0.001
Finland,2016,Access,12.158,0.631
Finland,2016,Watch,7.096,0.368
Finland,2016,Reserve,0.016,0.001
Finland,2017,Access,11.225,0.637
Finland,2017,Watch,6.375,0.362
Finland,2017,Reserve,0.015,0.001
Finland,2018,Access,11.018,0.603
Finland,2018,Watch,7.239,0.396
Finland,2018,Reserve,0.017,0.001
France,2000,Other,0.086,0.003
France,2000,Access,18.057,0.562
France,2000,Watch,13.996,0.435
France,2000,Reserve,0.005,0
France,2001,Other,0.004,0
France,2001,Access,17.874,0.559
France,2001,Watch,14.12,0.441
France,2001,Reserve,0.005,0
France,2002,Other,0.004,0
France,2002,Access,16.05,0.551
France,2002,Watch,13.076,0.449
France,2002,Reserve,0.006,0
France,2003,Other,0.004,0
France,2003,Access,14.83,0.541
France,2003,Watch,12.554,0.458
France,2003,Reserve,0.007,0
France,2004,Other,0.004,0
France,2004,Access,13.745,0.532
France,2004,Watch,12.081,0.468
France,2004,Reserve,0.008,0
France,2005,Other,0.005,0
France,2005,Access,14.338,0.54
France,2005,Watch,12.194,0.459
France,2005,Reserve,0.01,0
France,2006,Other,0.005,0
France,2006,Access,14.563,0.563
France,2006,Watch,11.291,0.436
France,2006,Reserve,0.011,0
France,2007,Other,0.006,0
France,2007,Access,15.285,0.569
France,2007,Watch,11.557,0.43
France,2007,Reserve,0.007,0
France,2008,Other,0.006,0
France,2008,Access,15.511,0.582
France,2008,Watch,11.129,0.417
France,2008,Reserve,0.014,0.001
France,2009,Other,0.006,0
France,2009,Access,16.176,0.589
France,2009,Watch,11.284,0.411
France,2009,Reserve,0.016,0.001
France,2010,Other,0.007,0
France,2010,Access,15.749,0.592
France,2010,Watch,10.844,0.407
France,2010,Reserve,0.019,0.001
France,2011,Other,0.008,0
France,2011,Access,16.192,0.602
France,2011,Watch,10.693,0.397
France,2011,Reserve,0.021,0.001
France,2012,Other,0.007,0
France,2012,Access,16.951,0.62
France,2012,Watch,10.354,0.379
France,2012,Reserve,0.026,0.001
France,2013,Other,0.007,0
France,2013,Access,17.566,0.645
France,2013,Watch,9.647,0.354
France,2013,Reserve,0.027,0.001
France,2014,Other,0.004,0
France,2014,Access,18.993,0.668
France,2014,Watch,9.413,0.331
France,2014,Reserve,0.022,0.001
France,2015,Other,0.002,0
France,2015,Access,19.762,0.684
France,2015,Watch,9.09,0.315
France,2015,Reserve,0.025,0.001
France,2016,Other,0.001,0
France,2016,Access,20.611,0.705
France,2016,Watch,8.589,0.294
France,2016,Reserve,0.027,0.001
France,2017,Other,0.001,0
France,2017,Access,19.699,0.717
France,2017,Watch,7.755,0.282
France,2017,Reserve,0.032,0.001
France,2018,Other,0.002,0
France,2018,Access,19.777,0.73
France,2018,Watch,7.282,0.269
France,2018,Reserve,0.038,0.001
Germany,2000,Access,9.402,0.602
Germany,2000,Watch,5.984,0.383
Germany,2000,Reserve,0.002,0
Germany,2000,Other,0.23,0.015
Germany,2001,Access,8.916,0.569
Germany,2001,Watch,6.533,0.417
Germany,2001,Reserve,0.002,0
